Planar Binding,5,,1 hour,60 ft.,1 extraplanar creature,V,S,M,JEWEL,1000 gp,,24 hours,CHA (Fail),,,265,Bind celestial/ elemental/ fey/ or fiend to serve you for spell duration.,See Sourcebook.,Cleric,,,,,,,,,
Raise Dead,5,,1 hour,Touch,1 dead creature,V,S,M,DIAMOND,500 gp,,Instantaneous,,,,270,Return target to life with 1 HP.  See Sourcebook.,,Cleric,,,,,,,,,
Scrying,5,,10 minutes,Self,1 creature,V,S,M,scrying focus,1000 gp,Concentration,10 minutes,WIS (Fail),,,273,Spy on a target located on the same plane as you.  See Sourcebook.,,Cleric,,,,,,,,,
Tree Stride,5,,1 action,Self,Self,V,S,,,,Concentration,1 minute,,,,283,Enter one tree and emerge from another 500 ft. away. Use once per round.,,Cleric(Nature),,,,,,,,,
Blade Barrier,6,,1 action,90 ft.,5x20x(100 line/60 dia. circle)ft.,V,S,,,,Concentration,10 minutes,DEX (Half DAM),Slashing,DAM: 6d10,218,Creatures entering wall/circle area take DAM.,,Cleric,,,,,,,,,
Create Undead,6,,1 minute,10 ft.,,V,S,M,See Sourcebook.,Source,,Instantaneous,,,,229,Create undead to serve you for 24 hours.  See Sourcebook.,See Sourcebook.,Cleric,,,,,,,,,
Find the Path,6,,1 minute,Self,,V,S,M,diviner tools/object from target,100 gp,Concentration,1 day,,,,240,Find the shortest/ most direct route to a place you are familiar with.,,Cleric,,,,,,,,,
Forbiddance,6,Ritual,10 minutes,Touch,40/000 sq. ft/ 30 ft. high,V,S,M,holy water/incense/ruby powder,1000 gp,,1 day,,Radiant or Necrotic,DAM: 5d10,243,Can't teleport/gate into area. A creature type you choose takes DMG in area.,,Cleric,,,,,,,,,
Harm,6,,1 action,60 ft.,1 creature,V,S,,,,,Instantaneous,CON (Half DAM),Necrotic,DAM: 14d6,249,Max HP reduced by same amount as DAM. Target cannot fall below 1 HP.,,Cleric,,,,,,,,,
Heal,6,,1 action,60 ft.,1 creature,V,S,,,,,Instantaneous,,,HEAL: 70,250,Ends blindness/ deafness/ any diseases. No effect on constructs/undead.,Extra 10 HEAL.,Cleric,,,,,,,,,
Heroes' Feast,6,,10 minutes,30 ft.,<= 12 feast goers,V,S,M,GEM-ENCRUSTED BOWL,1000 gp,,Instantaneous,,,,250,Cure:disease/poison.Immune:poison/fright.HP max +2d10/WIS save advantage.,,Cleric,,,,,,,,,
Planar Ally,6,,10 minutes,60 ft.,,V,S,,,,,Instantaneous,,,,265,Ask otherworldly entity for aid.  See Sourcebook.,,Cleric,,,,,,,,,
True Seeing,6,,1 action,Touch,1 willing creature,V,S,M,OINTMENT FOR EYES,25 gp,,1 hour,,,,284,Target creature gains truesight/ sees secret doors/ Ethereal Plane. Range 120 ft.,,Cleric,,,,,,,,,
Word of Recall,6,,1 action,5 ft.,You and <= 5 willing creatures,V,,,,,,Instantaneous,,,,289,Instantly teleport to sanctuary you select during prep associated with your deity.,,Cleric,,,,,,,,,
Conjure Celestial,7,,1 minute,90 ft.,,V,S,,,,Concentration,1 hour,,,,225,Summon celestial CR <= 4.  Obeys commands that don't violate alignment.,9th level: CR <= 5,Cleric,,,,,,,,,
Divine Word,7,,1 bonus action,30 ft.,Any targets in range,V,,,,,,Instantaneous,CHA (Fail),,,234,Targets suffer effects based on their current HP.  See Sourcebook.,,Cleric,,,,,,,,,
Etherealness,7,,1 action,Self,Self,V,S,,,,,Up to 8 hours,,,,238,Become ethereal.  Move up/down at half speed.  Can't see past 60 ft.,8th:3 targets;9th: 6 targets,Cleric,,,,,,,,,
Fire Storm,7,,1 action,150 ft.,<= ten 10 ft. cubes,V,S,,,,,Instantaneous,DEX (Half DAM),Fire,DAM: 7d10,242,Each cube must face at least one other cube. Can choose not to affect plants.,,Cleric,,,,,,,,,
Plane Shift,7,,1 action,Touch,1 unwilling or Self + 8 willing,V,S,M,forked metal rod,250 gp,,Instantaneous,Melee Spell Attack + CHA (Fail),,,266,Transport to another plane. You specify general location or teleportation circle.,,Cleric,,,,,,,,,
Regenerate,7,,1 minute,Touch,1 creature,V,S,M,prayer wheel and holy water,,,1 hour,,,HEAL: 4d8+15,271,Target HEAL 1 HP at start of every turn. Severed parts return after 2 minutes.,,Cleric,,,,,,,,,
Resurrection,7,,1 hour,Touch,1 dead creature,V,S,M,DIAMOND,1000 gp,,Instantaneous,,,,272,Resurrect dead creaature. See Sourcebook.,,Cleric,,,,,,,,,
Symbol,7,,1 minute,Touch,1 surface or object,V,S,M,Hg/ P/ DIAMOND and OPAL,1000 gp,,Dispel/Triggered,See Sourcebook.,See Sourcebook.,See Sourcebook.,280,Inscribe harmful magical glyph on surface.  See Sourcebook.,,Cleric,,,,,,,,,
Antimagic Field,8,,1 action,10 ft. radius,Self,V,S,M,powdered iron or filings,,Concentration,1 hour,,,,213,Erects a sphere around you in which all magic no longer works.,,Cleric,,,,,,,,,
Control Weather,8,,10 minutes,Self,5 mile radius,V,S,M,incense/ earth&wood in water,,Concentration,8 hours,,,,228,Control the weather.  See Sourcebook.,,Cleric,,,,,,,,,
Earthquake,8,,1 action,500 ft.,100 ft. radius,V,S,M,piece of dirt/ rock/ and clay,,Concentration,1 minute,See Sourcebook.,,,236,Create a seismic disturbance with various effects.  See Sourcebook.,,Cleric,,,,,,,,,
Holy Aura,8,,1 action,Self,30 ft. radius sphere,V,S,M,reliquary containing sacred relic,1000 gp,Concentration,1 minute,,,,251,Aura helps allies and hurts enemies.  See Sourcebook.,,Cleric,,,,,,,,,
Astral Projection,9,,1 hour,10 ft.,Self and 8 willing targets,V,S,M,JACINTH(1k)/ SILVER(100),1100 gp,,Special,,,,215,Project to Astral Plane.  See Sourcebook.,,Cleric,,,,,,,,,
Gate,9,,1 action,60 ft.,5-20 ft. diameter gate,V,S,M,diamond,5000 gp,Concentration,1 minute,,,,244,Create portal to precise location on another plane or near a specific person.,,Cleric,,,,,,,,,
Mass Heal,9,,1 action,60 ft.,Any creature in range.,V,S,,,,,Instantaneous,,,See Details.,258,Targets HEAL total of 700 HP and cured of diseases/ blindness/ and deafness.,,Cleric,,,,,,,,,
True Resurrection,9,,1 hour,Touch,1 creature dead <= 200 years,V,S,M,holy water/ DIAMONDS,25000 gp,,Instantaneous,,,,284,Resurrect creature that didn't die of old age. Heals all wounds/ effects/ etc.,,Cleric,,,,,,,,,
